OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
915930,04092015316,TASU,8919 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 544-8474,2009/01/05 00:00:00+00,Restaurant,19126,-78.79210079,35.89996272,M
915931,04092110042,North Garner Middle Sch. Caf.,720 POWELL DR,,GARNER,NC,27529-3128,(919) 662-2434 ext. 21388,1991/04/03 00:00:00+00,Public School Lunchrooms,19135,-78.61177661,35.71602556,M
915932,04092018026,KEBAB SKEWER,6446 TRYON RD ,,CARY,NC,27511,(919) 322-1535,2019/01/15 00:00:00+00,Restaurant,19174,-78.7615544,35.74559939,M
915933,04092017947,Wilson's Eatery,1053-C E Whitaker Mill RD ,,RALEIGH,NC,27604,(919) 977-5442,2018/09/27 00:00:00+00,Restaurant,19177,-78.62113053,35.80730491,M
915934,04092018412,The Grand Marquise Ballroom,205 NEW FIDELITY CT,,GARNER,NC,27529,,2020/06/15 00:00:00+00,Restaurant,19179,-78.63155743,35.71328555,M
915935,04092016444,SHEETZ #513,9915 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 577-1110,2013/06/13 00:00:00+00,Restaurant,19196,-78.71389299,35.63477583,M
915936,04092016986,BIG ED'S NORTH,5009 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 747-9533,2015/07/16 00:00:00+00,Restaurant,19205,-78.61557526,35.84978294,M
915937,04092160071,BROOKRIDGE ASSISTED LIVING FOODSERVICE,312 LYNCH ST ,P O BOX 1138,APEX,NC,27502,(919) 362-6266,2009/07/13 00:00:00+00,Institutional Food Service,19206,-78.85933747,35.72655728,M
915938,04092014497,MAGNOLIA KITCHEN,120 N Wingate ST,,WAKE FOREST,NC,27587,(919) 761-2170,2006/02/09 00:00:00+00,Restaurant,19208,-78.51237284,35.98136068,M
915939,04092017945,MCDONALDS #13362,4801 SW CARY  PKY ,,CARY,NC,27511,(919) 481-1500,2018/09/28 00:00:00+00,Restaurant,19216,-78.82984564,35.78912051,M
915940,04092016045,Mandolin,2519 Fairview RD ,,RALEIGH,NC,27608,(919) 322-0365,2011/11/16 00:00:00+00,Restaurant,19217,-78.65518587,35.80902867,M
915941,04092018163,DUNKIN' #347603,13240 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 890-0089,2019/08/28 00:00:00+00,Restaurant,19240,-78.72644553,35.90762735,M
915942,04092014582,RUBY TUESDAY #5122,4411 New Bern AVE,,RALEIGH,NC,27610,(919) 255-1801,2006/04/18 00:00:00+00,Restaurant,19249,-78.56140768,35.79898992,M
915943,04092021913,FOOD LION #727 PRODUCE,900 NE MAYNARD RD ,,CARY,NC,27513,(919) 460-6274,2015/11/18 00:00:00+00,Food Stand,19255,-78.76838489,35.80043169,M
915944,04092020610,Harris Teeter #26 Produce ,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994/05/25 00:00:00+00,Food Stand,19289,-78.67820041,35.88787167,M
915945,04092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,(919) 855-8548,2014/08/16 00:00:00+00,Pushcarts,19307,-78.53891541,35.96854995,M
915946,04092160068,FALLS RIVER COURT (FOOD SERVICE),1130 FALLS RIVER  AVE ,,RALEIGH,NC,27614,(919) 844-2499,2009/01/29 00:00:00+00,Institutional Food Service,19319,-78.58705624,35.90683193,M
915947,04092017452,BLAZE PIZZA #1193,316 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-4990,2016/11/04 00:00:00+00,Restaurant,19320,-78.8436742,35.66711942,M
915948,04092017603,LA SANTA,222-107 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 720-4096,2017/04/28 00:00:00+00,Restaurant,19321,-78.64733509,35.78392897,M
915949,04092110159,Brier Creek Elem. Sch. Lunchroom,9801 Brier Creek PKY,,RALEIGH,NC,27617,(919) 484-4747 ext. 20117,2006/07/05 00:00:00+00,Public School Lunchrooms,19325,-78.8052089,35.9013389,M
915950,04092011976,Char-grill,9601 Strickland Rd,,RALEIGH,NC,27615,(919) 845-8994,1996/12/06 00:00:00+00,Restaurant,19332,-78.65583057,35.90114711,M
915951,04092011812,BURGER KING #6563,12301 Capital BLVD ,,WAKE FOREST,NC,27587-7485,(919) 556-3585,1996/01/16 00:00:00+00,Restaurant,19344,-78.5394356,35.98203922,M
915952,04092017168,BUFFALO BROTHERS GARNER,7245 WHITE OAK RD ,,GARNER,NC,27529,(919) 803-1939,2016/03/03 00:00:00+00,Restaurant,19348,-78.58073782,35.68789371,M
915953,04092016410,TIJUANA FLATS BURRITO CO. #182,161 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 629-7558,2013/04/15 00:00:00+00,Restaurant,19350,-78.84948074,35.66266499,M
915954,04092110085,Lynn Road Elem. Cafeteria,1601 LYNN RD ,,RALEIGH,NC,27612-6820,(919) 870-4074 ext. 20860,1991/09/17 00:00:00+00,Public School Lunchrooms,19357,-78.66786984,35.87032502,M
915955,04092018090,Calavera Taqueria Restaurant,615 W Morgan ST ,,RALEIGH,NC,27603,(919) 617-1661,2019/04/23 00:00:00+00,Restaurant,19364,-78.64877604,35.7796093,M
915956,04092015284,FIREHOUSE SUBS #122,260 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 468-1822,2008/11/06 00:00:00+00,Restaurant,19365,-78.7805746,35.804703,M
915957,04092300052,Harris Teeter #289 Meat Market,2603 GLENWOOD AVE ,,RALEIGH,NC,27608-1044,(919) 787-5526,1991/08/26 00:00:00+00,Meat Market,19377,-78.66059857,35.81550372,M
915958,04092030205,BIG AL'S BBQ & CATERING SERVICES (WCID #351),2920  Forestville RD ,Suite 150,RALEIGH,NC,27616,(919) 217-0653,2009/02/03 00:00:00+00,Mobile Food Units,19410,-78.50930992,35.89359383,M
915959,04092018008,FIVE BROS PIZZA,6300-182 Creedmoor RD ,,RALEIGH,NC,27612,(919) 594-1699,2018/12/27 00:00:00+00,Restaurant,19419,-78.67947283,35.87241027,M
915960,04092017334,FIVE GUYS #1797,1075 PINE PLAZA BLVD ,,APEX,NC,27523,(919) 616-0011,2016/09/26 00:00:00+00,Restaurant,19420,-78.82917015,35.7478436,M
915961,04092017162,JIMMY JOHN'S #3436,2012 BOULDERSTONE WAY ,,CARY,NC,27519,(919) 461-0171,2016/02/23 00:00:00+00,Restaurant,19422,-78.84859346,35.79156535,M
915962,04092021947,HARRIS TEETER #331 STARBUCKS,3430 TEN TEN RD ,,CARY,NC,27518,(391) 938-8272,2016/02/26 00:00:00+00,Food Stand,19423,-78.79278417,35.70189107,M
915963,04092016616,TAJ MAHAL INDIAN CUISINE,6611 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 848-2262,2014/02/05 00:00:00+00,Restaurant,19424,-78.62444941,35.87396756,M
915964,04092017523,SHEETZ #620,7513 RAMBLE WAY ,,RALEIGH,NC,27616,(919) 239-4746,2017/02/09 00:00:00+00,Restaurant,19429,-78.53896226,35.87590197,M
915965,04092018208,Harris Teeter #21 Starbucks,500 OBERLIN RD ,,RALEIGH,NC,27605,(919) 828-9216,2019/10/29 00:00:00+00,Restaurant,19432,-78.66105804,35.79149603,M
915966,04092016212,ABBEY ROAD TAVERN & GRILL,1195 W CHATHAM ST ,,CARY,NC,27513,(919) 481-4434,2012/07/16 00:00:00+00,Restaurant,19443,-78.80690314,35.77079471,M
915967,04092018151,PEARL 88,3215 AVENT FERRY RD ,,RALEIGH,NC,27606-2720,(919) 233-8776,2019/08/13 00:00:00+00,Restaurant,19448,-78.69565606,35.76673883,M
915968,04092015319,Wang's Bistro,877-405 E GANNON AVE ,,ZEBULON,NC,27597,(919) 269-9788,2009/01/06 00:00:00+00,Restaurant,19435,-78.3335351,35.8212246,T
915969,04092018395,Demario's,1155  Timber Dr E ,,GARNER,NC,27529,(919) 605-5591,2020/07/01 00:00:00+00,Restaurant,19463,-78.57703897,35.68905989,T
915970,04092011132,Bojangles,1400 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 557-0749,1992/08/10 00:00:00+00,Restaurant,19484,-78.77334916,35.59221914,M
915971,04092110494,WALNUT CREEK ELEMENTARY CAFETERIA,2600 SUNNYBROOK RD ,,RALEIGH,NC,27610,(919) 857-9500 ext. 20634,2011/06/01 00:00:00+00,Public School Lunchrooms,19490,-78.58817108,35.74509714,M
915972,04092018391,EL AMIGO MEXICAN RESTAURANT,404 W CHATHAM ST ,,CARY,NC,27511,(919) 317-0016,2020/06/26 00:00:00+00,Restaurant,19494,-78.78845716,35.78703957,M
915973,04092016710,Waffle House #2052,2320 Dixie Forest Road,,RALEIGH,NC,27615,(919) 862-1905,2014/07/03 00:00:00+00,Restaurant,19502,-78.60008588,35.8628339,M
915974,04092015210,Moe's Southwest Grill #205,168 SHENSTONE BLVD ,,GARNER,NC,27529,(919) 779-0311,2008/07/21 00:00:00+00,Restaurant,19503,-78.58054205,35.69110315,M
915975,04092025202,Makus Empanadas @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,,2018/08/02 00:00:00+00,Food Stand,19510,-78.6456917,35.77945516,M
915976,04092017759,Saigon Pho Vietnamese Cuisine,3310 Capital  Blvd,,RALEIGH,NC,27604,(919) 803-4048,2017/12/20 00:00:00+00,Restaurant,19532,-78.5854745,35.82439477,M
915977,04092021066,Circle K #8527,2100 E Millbrook Rd,,RALEIGH,NC,27604-1743,(919) 850-9776,2001/05/03 00:00:00+00,Food Stand,19553,-78.60121486,35.84846578,M
915978,04092030331,CURRY IN A HURRY (WCID #599),506 PERSHING RD ,,RALEIGH,NC,27608,(919) 606-4285,2017/04/28 00:00:00+00,Mobile Food Units,19554,-78.63363931,35.80442156,M
915979,04092018189,DUNKIN' DONUTS BASKIN ROBBINS #344346,3570 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4788,2019/09/27 00:00:00+00,Restaurant,19564,-78.84694048,35.81804247,M
915980,04092025248,Steve's Place,6320 Capital  BLVD ,,RALEIGH,NC,27616,(919) 872-2222,2019/05/01 00:00:00+00,Food Stand,19586,-78.57847002,35.87073633,M
915981,04092015131,The Pit,328 W Davie ST ,,RALEIGH,NC,27601,(919) 890-4500,2008/05/14 00:00:00+00,Restaurant,19588,-78.64472372,35.77605684,M
915982,04092018021,Eggs Up Grill #31,4216 Lassiter RD ,,Holly Springs,NC,27540,(919) 495-4530,2019/01/03 00:00:00+00,Restaurant,19596,-78.79440661,35.66435998,M
915983,04092300262,TODAY ASIA MARKET,1207 KILDAIRE FARM  RD ,,CARY,NC,27511,(919) 380-0588,2013/01/14 00:00:00+00,Meat Market,19611,-78.78219496,35.76380548,M
915984,04092017175,Pista House,6105 GRACE PARK  DR ,,MORRISVILLE,NC,27560,(919) 234-6281,2016/03/14 00:00:00+00,Restaurant,19612,-78.84652326,35.82111262,M
915985,04092018150,Shake Shack #1294,310 COLONADES WAY,,CARY,NC,27518,,2019/08/11 00:00:00+00,Restaurant,19617,-78.77756307,35.73853619,M
915986,04092016799,KUMO SUSHI & HIBACHI,2916 N MAIN  ST ,SUITE 112,FUQUAY-VARINA,NC,27526,(919) 986-0983,2014/11/04 00:00:00+00,Restaurant,19628,-78.7325945,35.61559182,M
915987,04092300282,SPROUTS #540 MEAT MARKET,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 00:00:00+00,Meat Market,19636,-78.60286042,35.90143714,M
915988,04092016547,Brothers of New York,3450-158 Kildaire Farm  RD ,,CARY,NC,27518,(919) 387-7711,2013/11/19 00:00:00+00,Restaurant,19439,-78.79459675,35.70408006,M
915989,04092016736,Clouds Brewing,126 N. West Street,,RALEIGH,NC,27603,(919) 307-8335,2014/08/22 00:00:00+00,Restaurant,19648,-78.64537075,35.78237671,M
915990,04092016069,SUBWAY #29952,5412 APEX PEAKWAY ,,Apex,NC,27502,(919) 362-7976,2011/12/15 00:00:00+00,Restaurant,19650,-78.86537597,35.73683859,M
915991,04092017132,WAFFLE HOUSE #2171,102 PEARCES RD ,,ZEBULON,NC,27597,(919) 404-4600,2016/01/14 00:00:00+00,Restaurant,19651,-78.32387376,35.83922283,M
915992,04092017208,BRIER CREEK BEER GARDEN,8521-101 BRIER CREEK BLVD ,,RALEIGH,NC,27617,(984) 439-2330,2016/04/20 00:00:00+00,Restaurant,19442,-78.78601339,35.90572819,M
915993,04092016866,AWAZ'E ETHIOPIAN/ERITREAN CUISINE,904 NE MAYNARD RD ,,CARY,NC,27513,(919) 377-2599,2015/02/05 00:00:00+00,Restaurant,19654,-78.76838489,35.80043169,M
915994,04092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,,CARY,NC,27513,(919) 468-7229,2014/01/21 00:00:00+00,Restaurant,19658,-78.81615412,35.79989381,M
915995,04092016029,HIBACHI K EXPRESS,4001 WIDE WATERS SUITE B PKY ,,KNIGHTDALE,NC,27545,(919) 217-8875,2011/10/27 00:00:00+00,Restaurant,19458,-78.50602234,35.79592218,M
915996,04092018191,Burger Fi RDU,2400 JOHN BRANTLEY BLVD,,MORRISVILLE,NC,27560,,2019/10/01 00:00:00+00,Restaurant,19661,-78.78942259,35.86970668,M
915997,04092014724,McDonald's #10148,141 Wakelon DR,,ZEBULON,NC,27597,(919) 269-6650,2006/10/09 00:00:00+00,Restaurant,19464,-78.31751158,35.83323615,M
915998,04092017839,Alpaca Peruvian Charcoal Chicken,8211-107 Brier Creek PKY ,,RALEIGH,NC,27615,(919) 278-7724,2018/04/16 00:00:00+00,Restaurant,19493,-78.78492872,35.90933401,M
915999,04092013137,SUBWAY #22217,1601 CROSS LINK RD,,RALEIGH,NC,27610-4186,(919) 835-1555,2000/03/20 00:00:00+00,Restaurant,19686,-78.61481761,35.75482136,M
916000,04092016421,MEI WEI ASIAN DINER,1424 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 762-7128,2013/05/07 00:00:00+00,Restaurant,19707,-78.77067049,35.59261337,M
916001,04092110480,WENDELL MIDDLE SCHOOL CAFETERIA,3407 NC HWY 97 ,,WENDELL,NC,27591,(919) 365-1667 ext. 25316,2009/05/05 00:00:00+00,Public School Lunchrooms,19618,-78.39526484,35.80532997,M
916002,04092015367,EL CERRO BAR & GRILL,2217 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 832-0293,2009/04/03 00:00:00+00,Restaurant,19719,-78.67605091,35.77835817,M
916003,04092018148,Biscuitville #194,3928 WESTERN BLVD,,RALEIGH,NC,27606,,2019/08/21 00:00:00+00,Restaurant,19729,-78.69252351,35.78576143,M
916004,04092016222,SUBWAY #41211,922 GATEWAY COMMON CIR ,,WAKE FOREST,NC,27587,(919) 562-5700,2012/07/09 00:00:00+00,Restaurant,19740,-78.4951784,35.96732914,M
916005,04092011788,Taco Bell,2748 Capital BLVD ,,RALEIGH,NC,27604-1510,(919) 832-6450,1995/12/14 00:00:00+00,Restaurant,19764,-78.59785676,35.8172971,M
916006,04092300283,LA BONITA MEAT MARKET,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 00:00:00+00,Meat Market,19635,-78.7955722,35.78044851,T
916007,04092011784,Taco Bell,8801 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 870-9107,1995/12/05 00:00:00+00,Restaurant,19766,-78.65211984,35.89979375,M
916008,04092018160,Dunkin' #351119,999 DURHAM  RD ,STE 103,WAKE FOREST,NC,27587,(919) 556-9007,2019/08/27 00:00:00+00,Restaurant,19774,-78.54726412,35.97582732,T
916009,04092011923,Pauls Cash Grocery &Services,7301 POOLE RD,,RALEIGH,NC,27610-9366,(919) 266-2624,1996/08/28 00:00:00+00,Restaurant,19780,-78.51538485,35.75733791,M
916010,04092011179,RED DRAGON CHINESE RESTAURANT,2513 FAIRVIEW RD,,RALEIGH,NC,27608,(919) 782-1102,1992/10/08 00:00:00+00,Restaurant,19670,-78.65461085,35.80920928,M
916011,04092011895,Fiesta Mexicana,2839 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-1303,1996/07/03 00:00:00+00,Restaurant,19781,-78.73773278,35.74361773,M
916012,04092017960,THE PICKLED ONION,8511 CANTILEVER WAY ,STE 105,RALEIGH,NC,27613,(919) 977-0031,2018/10/18 00:00:00+00,Restaurant,19785,-78.73779147,35.88567278,M
916013,04092011117,Royal India Restaurant,3901-103 Capital BLVD,,RALEIGH,NC,27604,(919) 981-0849,1992/07/27 00:00:00+00,Restaurant,19699,-78.58295913,35.83464973,M
916014,04092017689,Taco Bell #2836,3224 S Wilmington ST ,,RALEIGH,NC,27603,(919) 779-1522,2017/09/27 00:00:00+00,Restaurant,19808,-78.6509095,35.73593592,M
916015,04092017978,Waltonwood Lake Boone,3550 Horton ST ,,RALEIGH,NC,27607,(984) 232-0528,2018/11/15 00:00:00+00,Restaurant,19811,-78.68915444,35.8139985,M
916016,04092017173,AKARI EXPRESS,2109-118 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 232-5380,2016/03/09 00:00:00+00,Restaurant,19705,-78.67658538,35.77936846,M
916017,04092017284,WENDY'S #6304,1809 N HARRISON AVE ,,CARY,NC,27513,(919) 677-9002,2016/08/15 00:00:00+00,Restaurant,19825,-78.76795619,35.83059406,M
916018,04092018012,13 Tacos & Taps,10511-119 Shadowlawn DR ,,RALEIGH,NC,27614,(919) 900-7203,2018/12/21 00:00:00+00,Restaurant,19728,-78.58941339,35.90833211,M
916019,04092018264,Cadence at Wake Forest Dining,3218  Heritage Trade DR ,,WAKE FOREST,NC,27587,(919) 569-2101,2019/12/11 00:00:00+00,Restaurant,19829,-78.51668794,35.95094757,M
916020,04092017139,ARBY'S #6335,1300 E 5TH AVE ,,GARNER,NC,27529,(919) 662-7749,2016/02/03 00:00:00+00,Restaurant,19735,-78.62088507,35.70869796,M
916021,04092160073,HEARTFIELDS AT CARY FOODSERVICE,1050 CRESCENT GREEN DR ,,CARY,NC,27518,(919) 852-5757,2009/11/30 00:00:00+00,Institutional Food Service,19833,-78.7795645,35.7335114,M
916022,04092017618,CORTEZ SEAFOOD AND COCKTAILS,413-100 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 342-8227,2017/05/22 00:00:00+00,Restaurant,19787,-78.64740203,35.78533541,M
916023,04092300171,Food Lion #40 Meat Market ,980 KILDAIRE FARM RD ,,CARY,NC,27511-3923,(919) 467-4168,2000/07/01 00:00:00+00,Meat Market,19846,-78.78312573,35.77217563,M
916024,04092017569,CHIPOTLE #2950,69 EAGLE WING WAY ,,GARNER,NC,27529,(919) 662-1439,2017/03/09 00:00:00+00,Restaurant,19828,-78.58456747,35.69767694,M
916025,04092013250,Cafe Carolina #1,401 DANIELS ST ,,RALEIGH,NC,27605-1314,(919) 821-7117,2000/12/20 00:00:00+00,Restaurant,19850,-78.66157335,35.79001079,M
916026,04092020927,BJ's Wholesale Club Deli & Meat Market,2370 WALNUT ST ,,CARY,NC,27518,(919) 854-2777,2000/03/31 00:00:00+00,Food Stand,19872,-78.74427315,35.75323584,M
916027,04092050018,Cardinal Gibbons School Cafeteria,1401 EDWARDS MILL RD,,RALEIGH,NC,27607-3616,(919) 834-1625,2000/08/11 00:00:00+00,Private School Lunchrooms,19873,-78.72901246,35.8026036,M
916028,04092300143,Food Lion #938 Meat Market,517 N MAIN ST,,HOLLY SPRINGS,NC,27540-9397,(919) 557-1175,2000/07/01 00:00:00+00,Meat Market,19875,-78.83687096,35.65966057,M
916029,04092021918,FOOD LION #75 PRODUCE,1339 5TH AVE ,,GARNER,NC,27529,(919) 779-0770,2015/12/08 00:00:00+00,Food Stand,19891,-78.62278736,35.70820906,M
916030,04092017090,HONEYBAKED HAM & CAFE,14460-161 NEW FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 263-1796,2015/11/20 00:00:00+00,Restaurant,19881,0,0,U
916031,04092016457,ATRIA OAKRIDGE DINING,10810 SANDY OAK LN ,,RALEIGH,NC,27614,(919) 848-2088,2013/07/01 00:00:00+00,Restaurant,19893,-78.59303841,35.90822378,M
916032,04092021592,ALMADINA SUPERMARKET,1019 METHOD RD ,,RALEIGH,NC,27606,(919) 755-6220,2009/10/29 00:00:00+00,Food Stand,19899,-78.69350338,35.78486757,M
916033,04092021919,LITTLE CAESARS,4800-101 GROVE BARTON RD ,,RALEIGH,NC,27613,(984) 200-7790,2015/12/14 00:00:00+00,Food Stand,19892,-78.71545151,35.87066085,M
916034,04092025238,Publix 1551 Meat,9640 Leesville RD ,,RALEIGH,NC,27613,(919) 848-3480,2018/11/26 00:00:00+00,Food Stand,19911,-78.72728627,35.90563318,M
916035,04092013500,Lucky 32,7307 TRYON RD ,,CARY,NC,27511-6603,(919) 233-1632,2002/01/24 00:00:00+00,Restaurant,19921,-78.78538599,35.73639972,M
916036,04092013543,Carolina Ale House,2240 WALNUT ST ,,CARY,NC,27518,(919) 854-9444,2002/03/01 00:00:00+00,Restaurant,19926,-78.74239025,35.7549643,M
916037,04092013546,Mojoe's Burger Joint,620 GLENWOOD AVE,,RALEIGH,NC,27603-1224,(919) 832-6799,2002/03/27 00:00:00+00,Restaurant,19930,-78.64692492,35.78849622,M
916038,04092021203,Lowes Foods #207 Produce,112 Bass Lake Rd,,HOLLY SPRINGS,NC,27540,(919) 577-6971,2003/07/10 00:00:00+00,Food Stand,19949,-78.82480349,35.65381034,M
916039,04092300154,Food Lion #757 Meat Market,1100-122 Raleigh Blv,,RALEIGH,NC,27610-1076,(919) 829-7077,2000/07/01 00:00:00+00,Meat Market,19944,-78.61277558,35.79430477,M
916040,04092160041,Rex Nursing Care Of Apex Food Service,911 S Hughes St ,,APEX,NC,27502,(919) 363-6011,2003/06/17 00:00:00+00,Institutional Food Service,19953,-78.84777032,35.71882243,M
916041,04092013864,Moe's Southwest Grill,6679 Falls Of Neuse RD ,,RALEIGH,NC,27615,(919) 846-9274,2003/07/29 00:00:00+00,Restaurant,19954,-78.62444941,35.87396756,M
916042,04092021216,Super Target Store T1826 (Deli),7900 Old Wake Forest Rd,,RALEIGH,NC,27616,(919) 790-1024,2003/09/03 00:00:00+00,Food Stand,19956,-78.56814184,35.8662603,M
916043,04092017274,HARRIS TEETER #43 STARBUCKS,3638 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-9521,2016/06/24 00:00:00+00,Restaurant,19983,-78.50482681,35.94464173,M
916044,04092013256,Mack's Mart,7526 Knightdale BLVD E,,KNIGHTDALE,NC,27545,(919) 266-1509,2000/12/19 00:00:00+00,Restaurant,19961,-78.47499077,35.79889118,M
916045,04092017829,DUNKIN DONUTS #347837,3511 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 367-9949,2018/04/24 00:00:00+00,Restaurant,19984,-78.79278417,35.70189107,M
916046,04092021229,Dominos Pizza #4493,143-B S White St ,,WAKE FOREST,NC,27587,(919) 554-1155,2003/10/06 00:00:00+00,Food Stand,19969,-78.50964189,35.97818128,M
916047,04092040383,Curbside Grill (WCID #726),2201 S Wilmington ST ,,RALEIGH,NC,27603,(919) 638-1572,2020/02/13 00:00:00+00,Pushcarts,19988,-78.63902655,35.752054,M
916048,04092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016/10/04 00:00:00+00,Restaurant,19996,-78.87770701,35.75964934,M
916049,04092015114,Subway #3262,1813 N Harrison AVE ,,CARY,NC,27513,(919) 678-1191,2008/04/23 00:00:00+00,Restaurant,19981,-78.76837941,35.82980559,M
916050,04092017215,PENG'S ASIAN CUISINE,108-A FACTORY SHOPS RD ,,MORRISVILLE,NC,27560,(919) 678-5313,2016/04/22 00:00:00+00,Restaurant,20007,-78.81776736,35.86038432,M
916051,04092025213,Yussy's Kitchen @ TKA,2201 S Wilmington ST ,,RALEIGH,NC,27601,(919) 809-3937,2018/09/07 00:00:00+00,Food Stand,20014,-78.63902655,35.752054,M
916052,04092030358,El Sazon de mi Tierra (WCID #620),3700 Bland RD ,,RALEIGH,NC,27604,(919) 884-0665,2018/04/13 00:00:00+00,Mobile Food Units,20015,-78.61115551,35.83344254,M
916053,04092013325,Harris Teeter #90 Deli,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-0589,2001/07/02 00:00:00+00,Restaurant,20022,-78.72593809,35.90878313,M
916054,04092014028,King Chef,4644 Capital BLVD ,,RALEIGH,NC,27604,(919) 876-5859,2004/04/19 00:00:00+00,Restaurant,20034,-78.57926249,35.84833828,M
916055,04092013442,Starbucks #8459,4421 SIX FORKS RD,STE 116,RALEIGH,NC,27609-5761,(919) 571-0713,2001/10/24 00:00:00+00,Restaurant,20036,-78.64349886,35.84017418,M
916056,04092013479,Subway,160 Wakelon St ,,ZEBULON,NC,27597,(919) 269-9293,2001/12/04 00:00:00+00,Restaurant,20038,-78.31858381,35.83228812,M
916057,04092014126,Ruth's Chris Steakhouse,2010 Rennaisance Park PL ,,CARY,NC,27513,(919) 677-0033,2004/08/17 00:00:00+00,Restaurant,20049,-78.77115656,35.82699882,M
916058,04092013632,River Ridge Golf Club,3224 Auburn-Knightdale Rd RD ,,RALEIGH,NC,27610,(919) 661-8374,2002/07/11 00:00:00+00,Restaurant,20052,-78.52542842,35.7282959,M
916059,04092013611,Duke Raleigh Hospital Foodservice,3400 Wake Forest RD ,,RALEIGH,NC,27609-7317,(919) 954-3172,2002/07/10 00:00:00+00,Restaurant,20055,-78.61849027,35.82845511,M
916060,04092013650,Lowes Foods #189 Deli ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002/08/28 00:00:00+00,Restaurant,20060,-78.50515596,35.79511678,M
916061,04092021148,Papa John's,1238 W WILLIAMS ST ,,APEX,NC,27502-3953,(919) 303-9100,2002/09/25 00:00:00+00,Food Stand,20061,-78.87260887,35.74617982,M
916062,04092050029,ST. DAVID'S DINING HALL,3400 WHITE OAK RD ,,RALEIGH,NC,27609,(919) 782-3331 ext. 385,2015/08/17 00:00:00+00,Private School Lunchrooms,20076,-78.6488823,35.82342156,M
916063,04092014656,Subway# 34670,1709 Lake Wheeler RD ,,RALEIGH,NC,27603,(919) 828-4231,2006/07/12 00:00:00+00,Restaurant,20077,-78.66081936,35.76007765,M
916064,04092040358,Weaver's Weiners  (WCID #449),1575 US Highway 70 W ,,GARNER,NC,27529,(919) 333-7678,2018/04/17 00:00:00+00,Pushcarts,20013,0,0,U
916065,04092015485,AVIATOR BREWING TAP HOUSE,600 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 552-8826,2009/10/07 00:00:00+00,Restaurant,20087,-78.79392899,35.59279145,M
916066,04092016569,HARRIS TEETER #395 DELI,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Restaurant,20088,-78.69147726,35.99120973,M
